REF_DATE;GEO;DGUID;Custodial and community supervision;UOM;UOM_ID;SCALAR_FACTOR;SCALAR_ID;VECTOR;COORDINATE;VALUE;STATUS;SYMBOL;TERMINATED;DECIMALS
1997/1998;Provinces and Territories;2016A000011124;Remand, actual-in count;Persons;249;units;0;v21536799;1.3;6109.0;;;;1
1997/1998;Provinces and Territories;2016A000011124;Other statuses, actual-in count;Persons;249;units;0;v21536800;1.4;272.5;;;;1
1997/1998;Provinces and Territories;2016A000011124;On-register count;Persons;249;units;0;v21536801;1.5;20686.0;;;;1
1997/1998;Provinces and Territories;2016A000011124;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536802;1.6;83.48;;;;2
1997/1998;Provinces and Territories;2016A000011124;Total community supervision count;Persons;249;units;0;v21536803;1.7;115780.7;;;;1
1997/1998;Provinces and Territories;2016A000011124;Probation, community supervision;Persons;249;units;0;v21536804;1.8;106405.7;;;;1
1997/1998;Provinces and Territories;2016A000011124;Conditional sentence, community supervision;Persons;249;units;0;v21536805;1.9;6868.0;;;;1
1997/1998;Provinces and Territories;2016A000011124;Provincial parole, community supervision;Persons;249;units;0;v21536806;1.10;2507.0;;;;1
1997/1998;Provinces and Territories;2016A000011124;Probation rates per 100,000 adults;Rate;257;units;0;v21536807;1.11;469.52;;;;2
1997/1998;Newfoundland and Labrador;2016A000210;Total actual-in count;Persons;249;units;0;v21536808;2.1;301.8;;;;1
1997/1998;Newfoundland and Labrador;2016A000210;Sentenced, actual-in count;Persons;249;units;0;v21536809;2.2;248.3;;;;1
1997/1998;Newfoundland and Labrador;2016A000210;Remand, actual-in count;Persons;249;units;0;v21536810;2.3;40.0;;;;1
1997/1998;Newfoundland and Labrador;2016A000210;Other statuses, actual-in count;Persons;249;units;0;v21536811;2.4;13.5;;;;1
1997/1998;Newfoundland and Labrador;2016A000210;On-register count;Persons;249;units;0;v21536812;2.5;345.0;;;;1
1997/1998;Newfoundland and Labrador;2016A000210;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536813;2.6;71.95;;;;2
1997/1998;Newfoundland and Labrador;2016A000210;Total community supervision count;Persons;249;units;0;v21536814;2.7;2497.0;;;;1
1997/1998;Newfoundland and Labrador;2016A000210;Probation, community supervision;Persons;249;units;0;v21536815;2.8;2389.0;;;;1
1997/1998;Newfoundland and Labrador;2016A000210;Conditional sentence, community supervision;Persons;249;units;0;v21536816;2.9;108.0;;;;1
1997/1998;Newfoundland and Labrador;2016A000210;Probation rates per 100,000 adults;Rate;257;units;0;v21536817;2.11;569.52;;;;2
1997/1998;Prince Edward Island;2016A000211;Total actual-in count;Persons;249;units;0;v21536818;3.1;92.0;;;;1
1997/1998;Prince Edward Island;2016A000211;Sentenced, actual-in count;Persons;249;units;0;v21536819;3.2;79.0;;;;1
1997/1998;Prince Edward Island;2016A000211;Remand, actual-in count;Persons;249;units;0;v21536820;3.3;9.0;;;;1
1997/1998;Prince Edward Island;2016A000211;Other statuses, actual-in count;Persons;249;units;0;v21536821;3.4;4.0;;;;1
1997/1998;Prince Edward Island;2016A000211;On-register count;Persons;249;units;0;v21536822;3.5;92.0;;;;1
1997/1998;Prince Edward Island;2016A000211;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536823;3.6;90.84;;;;2
1997/1998;Prince Edward Island;2016A000211;Total community supervision count;Persons;249;units;0;v21536824;3.7;845.0;;;;1
1997/1998;Prince Edward Island;2016A000211;Probation, community supervision;Persons;249;units;0;v21536825;3.8;834.0;;;;1
1997/1998;Prince Edward Island;2016A000211;Conditional sentence, community supervision;Persons;249;units;0;v21536826;3.9;11.0;;;;1
1997/1998;Prince Edward Island;2016A000211;Probation rates per 100,000 adults;Rate;257;units;0;v21536827;3.11;823.57;;;;2
1997/1998;Nova Scotia;2016A000212;Total actual-in count;Persons;249;units;0;v21536828;4.1;398.0;;;;1
1997/1998;Nova Scotia;2016A000212;Sentenced, actual-in count;Persons;249;units;0;v21536829;4.2;300.0;;;;1
1997/1998;Nova Scotia;2016A000212;Remand, actual-in count;Persons;249;units;0;v21536830;4.3;90.0;;;;1
1997/1998;Nova Scotia;2016A000212;Other statuses, actual-in count;Persons;249;units;0;v21536831;4.4;8.0;;;;1
1997/1998;Nova Scotia;2016A000212;On-register count;Persons;249;units;0;v21536832;4.5;465.0;;;;1
1997/1998;Nova Scotia;2016A000212;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536833;4.6;55.66;;;;2
1997/1998;Nova Scotia;2016A000212;Total community supervision count;Persons;249;units;0;v21536834;4.7;4884.0;;;;1
1997/1998;Nova Scotia;2016A000212;Probation, community supervision;Persons;249;units;0;v21536835;4.8;4884.0;;;;1
1997/1998;Nova Scotia;2016A000212;Conditional sentence, community supervision;Persons;249;units;0;v21536836;4.9;;..;;;1
1997/1998;Nova Scotia;2016A000212;Probation rates per 100,000 adults;Rate;257;units;0;v21536837;4.11;683.00;;;;2
1997/1998;New Brunswick;2016A000213;Total actual-in count;Persons;249;units;0;v21536838;5.1;384.0;;;;1
1997/1998;New Brunswick;2016A000213;Sentenced, actual-in count;Persons;249;units;0;v21536839;5.2;319.0;;;;1
1997/1998;New Brunswick;2016A000213;Remand, actual-in count;Persons;249;units;0;v21536840;5.3;57.0;;;;1
1997/1998;New Brunswick;2016A000213;Other statuses, actual-in count;Persons;249;units;0;v21536841;5.4;8.0;;;;1
1997/1998;New Brunswick;2016A000213;On-register count;Persons;249;units;0;v21536842;5.5;462.0;;;;1
1997/1998;New Brunswick;2016A000213;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536843;5.6;66.44;;;;2
1997/1998;New Brunswick;2016A000213;Total community supervision count;Persons;249;units;0;v21536844;5.7;2737.0;;;;1
1997/1998;New Brunswick;2016A000213;Probation, community supervision;Persons;249;units;0;v21536845;5.8;2687.0;;;;1
1997/1998;New Brunswick;2016A000213;Conditional sentence, community supervision;Persons;249;units;0;v21536846;5.9;50.0;;;;1
1997/1998;New Brunswick;2016A000213;Probation rates per 100,000 adults;Rate;257;units;0;v21536847;5.11;464.92;;;;2
1997/1998;Quebec;2016A000224;Total actual-in count;Persons;249;units;0;v21536848;6.1;3302.1;;;;1
1997/1998;Quebec;2016A000224;Sentenced, actual-in count;Persons;249;units;0;v21536849;6.2;2117.1;;;;1
1997/1998;Quebec;2016A000224;Remand, actual-in count;Persons;249;units;0;v21536850;6.3;1185.0;;;;1
1997/1998;Quebec;2016A000224;On-register count;Persons;249;units;0;v21536852;6.5;5964.0;;;;1
1997/1998;Quebec;2016A000224;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536853;6.6;58.86;;;;2
1997/1998;Quebec;2016A000224;Total community supervision count;Persons;249;units;0;v21536854;6.7;15486.6;;;;1
1997/1998;Quebec;2016A000224;Probation, community supervision;Persons;249;units;0;v21536855;6.8;11496.3;;;;1
1997/1998;Quebec;2016A000224;Conditional sentence, community supervision;Persons;249;units;0;v21536856;6.9;2350.3;;;;1
1997/1998;Quebec;2016A000224;Provincial parole, community supervision;Persons;249;units;0;v21536857;6.10;1640.0;;;;1
1997/1998;Quebec;2016A000224;Probation rates per 100,000 adults;Rate;257;units;0;v21536858;6.11;204.93;;;;2
1997/1998;Ontario;2016A000235;Total actual-in count;Persons;249;units;0;v21536859;7.1;7778.0;;;;1
1997/1998;Ontario;2016A000235;Sentenced, actual-in count;Persons;249;units;0;v21536860;7.2;4631.0;;;;1
1997/1998;Ontario;2016A000235;Remand, actual-in count;Persons;249;units;0;v21536861;7.3;2915.0;;;;1
1997/1998;Ontario;2016A000235;Other statuses, actual-in count;Persons;249;units;0;v21536862;7.4;232.0;;;;1
1997/1998;Ontario;2016A000235;On-register count;Persons;249;units;0;v21536863;7.5;8413.0;;;;1
1997/1998;Ontario;2016A000235;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536864;7.6;91.30;;;;2
1997/1998;Ontario;2016A000235;Total community supervision count;Persons;249;units;0;v21536865;7.7;54944.0;;;;1
1997/1998;Ontario;2016A000235;Probation, community supervision;Persons;249;units;0;v21536866;7.8;52352.0;;;;1
1997/1998;Ontario;2016A000235;Conditional sentence, community supervision;Persons;249;units;0;v21536867;7.9;1971.0;;;;1
1997/1998;Ontario;2016A000235;Provincial parole, community supervision;Persons;249;units;0;v21536868;7.10;621.0;;;;1
1997/1998;Ontario;2016A000235;Probation rates per 100,000 adults;Rate;257;units;0;v21536869;7.11;614.55;;;;2
1997/1998;Manitoba;2016A000246;Total actual-in count;Persons;249;units;0;v21536870;8.1;908.0;;;;1
1997/1998;Manitoba;2016A000246;Sentenced, actual-in count;Persons;249;units;0;v21536871;8.2;570.0;;;;1
1997/1998;Manitoba;2016A000246;Remand, actual-in count;Persons;249;units;0;v21536872;8.3;332.0;;;;1
1997/1998;Manitoba;2016A000246;Other statuses, actual-in count;Persons;249;units;0;v21536873;8.4;6.0;;;;1
1997/1998;Manitoba;2016A000246;On-register count;Persons;249;units;0;v21536874;8.5;1145.0;;;;1
1997/1998;Manitoba;2016A000246;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536875;8.6;107.70;;;;2
1997/1998;Manitoba;2016A000246;Total community supervision count;Persons;249;units;0;v21536876;8.7;5443.0;;;;1
1997/1998;Manitoba;2016A000246;Probation, community supervision;Persons;249;units;0;v21536877;8.8;5272.0;;;;1
1997/1998;Manitoba;2016A000246;Conditional sentence, community supervision;Persons;249;units;0;v21536878;8.9;171.0;;;;1
1997/1998;Manitoba;2016A000246;Probation rates per 100,000 adults;Rate;257;units;0;v21536879;8.11;625.33;;;;2
1997/1998;Saskatchewan;2016A000247;Total actual-in count;Persons;249;units;0;v21536880;9.1;1177.0;;;;1
1997/1998;Saskatchewan;2016A000247;Sentenced, actual-in count;Persons;249;units;0;v21536881;9.2;958.0;;;;1
1997/1998;Saskatchewan;2016A000247;Remand, actual-in count;Persons;249;units;0;v21536882;9.3;219.0;;;;1
1997/1998;Saskatchewan;2016A000247;On-register count;Persons;249;units;0;v21536884;9.5;1273.0;;;;1
1997/1998;Saskatchewan;2016A000247;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536885;9.6;158.85;;;;2
1997/1998;Saskatchewan;2016A000247;Total community supervision count;Persons;249;units;0;v21536886;9.7;4202.0;;;;1
1997/1998;Saskatchewan;2016A000247;Probation, community supervision;Persons;249;units;0;v21536887;9.8;3622.0;;;;1
1997/1998;Saskatchewan;2016A000247;Conditional sentence, community supervision;Persons;249;units;0;v21536888;9.9;580.0;;;;1
1997/1998;Saskatchewan;2016A000247;Probation rates per 100,000 adults;Rate;257;units;0;v21536889;9.11;488.83;;;;2
1997/1998;Alberta;2016A000248;Total actual-in count;Persons;249;units;0;v21536890;10.1;1957.0;;;;1
1997/1998;Alberta;2016A000248;Sentenced, actual-in count;Persons;249;units;0;v21536891;10.2;1463.0;;;;1
1997/1998;Alberta;2016A000248;Remand, actual-in count;Persons;249;units;0;v21536892;10.3;494.0;;;;1
1997/1998;Alberta;2016A000248;On-register count;Persons;249;units;0;v21536894;10.5;2444.0;;;;1
1997/1998;Alberta;2016A000248;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536895;10.6;94.17;;;;2
1997/1998;Alberta;2016A000248;Total community supervision count;Persons;249;units;0;v21536896;10.7;8627.0;;;;1
1997/1998;Alberta;2016A000248;Probation, community supervision;Persons;249;units;0;v21536897;10.8;7886.0;;;;1
1997/1998;Alberta;2016A000248;Conditional sentence, community supervision;Persons;249;units;0;v21536898;10.9;741.0;;;;1
1997/1998;Alberta;2016A000248;Probation rates per 100,000 adults;Rate;257;units;0;v21536899;10.11;379.48;;;;2
1997/1998;British Columbia;2016A000259;Total actual-in count;Persons;249;units;0;v21536900;11.1;2228.0;;;;1
1997/1998;British Columbia;2016A000259;Sentenced, actual-in count;Persons;249;units;0;v21536901;11.2;1525.0;;;;1
1997/1998;British Columbia;2016A000259;Remand, actual-in count;Persons;249;units;0;v21536902;11.3;703.0;;;;1
1997/1998;British Columbia;2016A000259;Other statuses, actual-in count;Persons;249;units;0;v21536903;11.4;;..;;;1
1997/1998;British Columbia;2016A000259;On-register count;Persons;249;units;0;v21536904;11.5;;..;;;1
1997/1998;British Columbia;2016A000259;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536905;11.6;73.41;;;;2
1997/1998;British Columbia;2016A000259;Total community supervision count;Persons;249;units;0;v21536906;11.7;15565.0;;;;1
1997/1998;British Columbia;2016A000259;Probation, community supervision;Persons;249;units;0;v21536907;11.8;14436.0;;;;1
1997/1998;British Columbia;2016A000259;Conditional sentence, community supervision;Persons;249;units;0;v21536908;11.9;883.0;;;;1
1997/1998;British Columbia;2016A000259;Provincial parole, community supervision;Persons;249;units;0;v21536909;11.10;246.0;;;;1
1997/1998;British Columbia;2016A000259;Probation rates per 100,000 adults;Rate;257;units;0;v21536910;11.11;475.63;;;;2
1997/1998;Yukon;2016A000260;Total actual-in count;Persons;249;units;0;v21536911;12.1;78.8;;;;1
1997/1998;Yukon;2016A000260;Sentenced, actual-in count;Persons;249;units;0;v21536912;12.2;59.8;;;;1
1997/1998;Yukon;2016A000260;Remand, actual-in count;Persons;249;units;0;v21536913;12.3;18.0;;;;1
1997/1998;Yukon;2016A000260;Other statuses, actual-in count;Persons;249;units;0;v21536914;12.4;1.0;;;;1
1997/1998;Yukon;2016A000260;On-register count;Persons;249;units;0;v21536915;12.5;83.0;;;;1
1997/1998;Yukon;2016A000260;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536916;12.6;342.87;;;;2
1997/1998;Yukon;2016A000260;Total community supervision count;Persons;249;units;0;v21536917;12.7;550.1;;;;1
1997/1998;Yukon;2016A000260;Probation, community supervision;Persons;249;units;0;v21536918;12.8;547.4;;;;1
1997/1998;Yukon;2016A000260;Conditional sentence, community supervision;Persons;249;units;0;v21536919;12.9;2.7;;;;1
1997/1998;Yukon;2016A000260;Probation rates per 100,000 adults;Rate;257;units;0;v21536920;12.11;2383.45;;;;2
1997/1998;Northwest Territories including Nunavut;;Total actual-in count;Persons;249;units;0;v21536921;13.1;351.0;;;t;1
1997/1998;Northwest Territories including Nunavut;;Sentenced, actual-in count;Persons;249;units;0;v21536922;13.2;304.0;;;t;1
1997/1998;Northwest Territories including Nunavut;;Remand, actual-in count;Persons;249;units;0;v21536923;13.3;47.0;;;t;1
1997/1998;Northwest Territories including Nunavut;;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536926;13.6;822.26;;;t;2
1997/1998;Northwest Territories;2016A000261;Total actual-in count;Persons;249;units;0;v21536930;14.1;;..;;;1
1997/1998;Northwest Territories;2016A000261;Sentenced, actual-in count;Persons;249;units;0;v21536931;14.2;;..;;;1
1997/1998;Northwest Territories;2016A000261;Remand, actual-in count;Persons;249;units;0;v21536932;14.3;;..;;;1
1997/1998;Northwest Territories;2016A000261;Other statuses, actual-in count;Persons;249;units;0;v44182208;14.4;;..;;;1
1997/1998;Northwest Territories;2016A000261;On-register count;Persons;249;units;0;v42133461;14.5;;..;;;1
1997/1998;Northwest Territories;2016A000261;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536935;14.6;;..;;;2
1997/1998;Northwest Territories;2016A000261;Total community supervision count;Persons;249;units;0;v52265497;14.7;;..;;;1
1997/1998;Northwest Territories;2016A000261;Probation, community supervision;Persons;249;units;0;v52265498;14.8;;..;;;1
1997/1998;Northwest Territories;2016A000261;Conditional sentence, community supervision;Persons;249;units;0;v52265499;14.9;;..;;;1
1997/1998;Northwest Territories;2016A000261;Probation rates per 100,000 adults;Rate;257;units;0;v52265501;14.11;;..;;;2
1997/1998;Nunavut;2016A000262;Total actual-in count;Persons;249;units;0;v21536936;15.1;;..;;;1
1997/1998;Nunavut;2016A000262;Sentenced, actual-in count;Persons;249;units;0;v21536937;15.2;;..;;;1
1997/1998;Nunavut;2016A000262;Remand, actual-in count;Persons;249;units;0;v21536938;15.3;;..;;;1
1997/1998;Nunavut;2016A000262;Other statuses, actual-in count;Persons;249;units;0;v21536939;15.4;;..;;;1
1997/1998;Nunavut;2016A000262;On-register count;Persons;249;units;0;v21536940;15.5;;..;;;1
1997/1998;Nunavut;2016A000262;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536941;15.6;;..;;;2
1997/1998;Nunavut;2016A000262;Total community supervision count;Persons;249;units;0;v41443553;15.7;;..;;;1
1997/1998;Nunavut;2016A000262;Probation, community supervision;Persons;249;units;0;v41443554;15.8;;..;;;1
1997/1998;Nunavut;2016A000262;Conditional sentence, community supervision;Persons;249;units;0;v41443555;15.9;;..;;;1
1997/1998;Nunavut;2016A000262;Probation rates per 100,000 adults;Rate;257;units;0;v41443556;15.11;;..;;;2
1998/1999;Provinces and Territories;2016A000011124;Total actual-in count;Persons;249;units;0;v21536797;1.1;19220.6;;;;1
1998/1999;Provinces and Territories;2016A000011124;Sentenced, actual-in count;Persons;249;units;0;v21536798;1.2;12476.9;;;;1
1998/1999;Provinces and Territories;2016A000011124;Remand, actual-in count;Persons;249;units;0;v21536799;1.3;6490.5;;;;1
1998/1999;Provinces and Territories;2016A000011124;Other statuses, actual-in count;Persons;249;units;0;v21536800;1.4;253.3;;;;1
1998/1999;Provinces and Territories;2016A000011124;On-register count;Persons;249;units;0;v21536801;1.5;20155.0;;;;1
1998/1999;Provinces and Territories;2016A000011124;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536802;1.6;83.69;;;;2
1998/1999;Provinces and Territories;2016A000011124;Total community supervision count;Persons;249;units;0;v21536803;1.7;111641.9;;;;1
1998/1999;Provinces and Territories;2016A000011124;Probation, community supervision;Persons;249;units;0;v21536804;1.8;101867.6;;;;1
1998/1999;Provinces and Territories;2016A000011124;Conditional sentence, community supervision;Persons;249;units;0;v21536805;1.9;7627.3;;;;1
1998/1999;Provinces and Territories;2016A000011124;Provincial parole, community supervision;Persons;249;units;0;v21536806;1.10;2147.0;;;;1
1998/1999;Provinces and Territories;2016A000011124;Probation rates per 100,000 adults;Rate;257;units;0;v21536807;1.11;444.35;;;;2
1998/1999;Newfoundland and Labrador;2016A000210;Total actual-in count;Persons;249;units;0;v21536808;2.1;315.3;;;;1
1998/1999;Newfoundland and Labrador;2016A000210;Sentenced, actual-in count;Persons;249;units;0;v21536809;2.2;258.0;;;;1
1998/1999;Newfoundland and Labrador;2016A000210;Remand, actual-in count;Persons;249;units;0;v21536810;2.3;44.0;;;;1
1998/1999;Newfoundland and Labrador;2016A000210;Other statuses, actual-in count;Persons;249;units;0;v21536811;2.4;13.3;;;;1
1998/1999;Newfoundland and Labrador;2016A000210;On-register count;Persons;249;units;0;v21536812;2.5;365.0;;;;1
