FID;INSTAL_COD;INSTAL_NOM;INSTAL_N_1;ETAB_CODE;ETAB_NOM;ETAB_NOM_A;RSS_CODE;RSS_NOM;ADRESSE;CASE_POST;CODE_POSTA;TELEPHONE;MUN_CODE;MUN_NOM;CLSC_CODE;CLSC_NOM;MRC_CODE;MRC_NOM;RLS_CODE;RLS_NOM;RUIS_CODE;RUIS_NOM;STATUT_COD;MD_CONS_CO;MD_FINAN_C;DESIGN_MIN;INSTANCE;DATE_INCOR;DATE_OUVER;LONGITUDE;LATITUDE;CHPSY;CHSGS;CHSLD;CLSC;CPEJ;CRDITED;CRDPA;CRDPM;CRDPV;CRDPL;CRJDA;CRMDA;CRD;Y;X
957;51234227;ATELIER DU VAL-SAINT-FRANÇOIS;ATELIER DU VAL-SAINT-FRANÇOIS;11045150;Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke;CIUSSS DE L'ESTRIE – CHUS;5;Estrie;5, rue des Sources;bureau 202;J1S2X3;(819) 845-7813;42088;Windsor;5161;Val Saint-François;420;Le Val-Saint-François;516;RLS de Val Saint-François;4;RUIS Université de Sherbrooke;1;2;1; ;N;;2012/10/16 00:00:00+00;-72.013734;45.565655;Non;Non;Non;Non;Non;Non;Non;Oui;Non; ;Non;Non;Non;-72.0137340004228;45.5656550003693
958;51234235;HÔPITAL CATHERINE-BOOTH;HÔPITAL CATHERINE-BOOTH;11045176;Centre intégré universitaire de santé et de services sociaux du Centre-Ouest-de-l'Île-de-Montréal;CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;4375, avenue Montclair; ;H4B2J5;(514) 481-0431;66023;Montréal;6212;Notre-Dame-de-Grâce - Montréal-Ouest;660;Montréal;621;RLS de Côte-Saint-Luc - NDG - Montréal-Ouest;3;RUIS Université McGill;1;2;1; ;N;;2012/10/01 00:00:00+00;-73.635565;45.463935;Non;Oui;Non;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.6355650002255;45.4639349999995
959;51234250;CENTRE D'ACTIVITÉS DE JOUR HYMUS;CENTRE D'ACTIVITÉS DE JOUR HYMUS;11045184;Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal;CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;325 boulevard Hymus; ;H9R1G6;(514) 693-8900;66097;Pointe-Claire;6111;Lac Saint-Louis;660;Montréal;611;RLS de Pierrefonds - Lac Saint-Louis;3;RUIS Université McGill;1;2;1; ;N;;2011/08/20 00:00:00+00;-73.834598;45.454307;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-73.8345980005367;45.454307000299
960;51234268;CENTRE DE RÉADAPTATION EN DÉPENDANCE DE LA TUQUE;CRD DE LA TUQUE;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;445, rue Lacroix, bureau 500; ;G9X1V8;(819) 523-6113;90012;La Tuque;4111;Haut-Saint-Maurice;900;La Tuque;411;RLS du Haut-Saint-Maurice;2;RUIS Université de Montréal;1;2;1; ;N;;2008/12/01 00:00:00+00;-72.777825;47.435641;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Non;Non;Oui;-72.7778250005602;47.4356409998647
961;51234276;CENTRE DE RÉADAPTATION EN DÉPENDANCE DE VICTORIAVILLE;CRD DE VICTORIAVILLE;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;353, boulevard des Bois-Francs Nord; ;G6P7B7;(819) 752-5668;39062;Victoriaville;4181;Arthabaska;390;Arthabaska;418;RLS d’Arthabaska-et-de-L’Érable;4;RUIS Université de Sherbrooke;1;2;1; ;N;;2008/10/01 00:00:00+00;-71.96155;46.064876;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Non;Non;Oui;-71.9615499993728;46.0648760004451
962;51234284;CHSLD DE LA BELLE-RIVE;CHSLD DE LA BELLE-RIVE;16419616;Villa Belle Rive Inc.;VILLA BELLE RIVE INC.;6;Montréal;5320, boulevard Gouin Est; ;H1G1B4;(514) 321-1367;66023;Montréal;6422;Montréal-Nord;660;Montréal;642;RLS d'Ahuntsic - Montréal-Nord;2;RUIS Université de Montréal;2;1;4; ;N;2010/02/24 00:00:00+00;2013/02/21 00:00:00+00;-73.635652;45.613579;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.6356520002489;45.6135790000516
963;51234292;CENTRE D'HÉBERGEMENT DU BOISÉ SAINTE-THÉRÈSE;CENTRE D'HÉBERGEMENT DU BOISÉ SANTE-THÉRÈSE;11044971;Centre d'hébergement et de soins de longue durée du Boisé Sainte-Thérèse Inc.;CHSLD BOISÉ STE-THÉRÈSE;15;Laurentides;179, place Fabien-Drapeau; ;J7E5W6;(450) 430-6767;73010;Sainte-Thérèse;15171;Thérèse-De Blainville;730;Thérèse-De Blainville;1517;RLS de Thérèse-De Blainville;2;RUIS Université de Montréal;2;1;4; ;N;2014/05/05 00:00:00+00;2012/07/20 00:00:00+00;-73.840924;45.649163;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.8409239994536;45.6491630004587
964;51234300;CENTRE D'HÉBERGEMENT CHAMPLAIN-DE-GOUIN;CENTRE D'HÉBERGEMENT CHAMPLAIN-DE-GOUIN;11044682;Groupe Champlain Inc;GROUPE CHAMPLAIN INC.;6;Montréal;4445, boulevard Henri-Bourassa Est; ;H1H5M4;(514) 327-6209;66023;Montréal;6422;Montréal-Nord;660;Montréal;642;RLS d'Ahuntsic - Montréal-Nord;2;RUIS Université de Montréal;2;1;2; ;N;2010/02/24 00:00:00+00;2013/04/10 00:00:00+00;-73.639994;45.599557;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.6399939995454;45.5995569999405
965;51234318;CHSLD EUDORE-LABRIE;CHSLD EUDORE-LABRIE;11044088;Centre intégré de santé et de services sociaux des Îles;CISSS DES ÎLES;11;Gaspésie–Îles-de-la-Madeleine;424, chemin Principal; ;G4T1C9;(418) 986-2121;1023;Les Îles-de-la-Madeleine;11211;Îles-de-la-Madeleine;10;Communauté maritime des Îles-de-la-Madeleine;1121;RLS des Îles-de-la-Madeleine;1;RUIS Université Laval;1;2;1; ;O;2007/04/11 00:00:00+00;2013/01/26 00:00:00+00;-61.867645;47.375742;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-61.8676449995334;47.3757419997381
966;51234334;SERVICES EXTERNES DE DRUMMONDVILLE;SERVICES EXTERNES DE DRUMMONDVILLE;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;350, rue Saint-Jean; ;J2B5L4;(819) 475-0242;49058;Drummondville;4171;Drummond;490;Drummond;417;RLS de Drummond;4;RUIS Université de Sherbrooke;1;2;1; ;N;;2011/11/14 00:00:00+00;-72.482759;45.876399;Non;Non;Non;Non;Non;Non;Oui;Oui;Oui; ;Non;Non;Non;-72.4827589995693;45.8763989996684
967;51234342;CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE CHIBOUGAMAU;CPRJDA DE CHIBOUGAMAU;11045127;Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean;CIUSSS DU SAGUENAY – LAC-SAINT-JEAN;10;Nord-du-Québec;215, 3e Rue; ;G8P1N3;(418) 748-6417;99025;Chibougamau;10014;Chibougamau-Chapais;991;Jamésie; ; ;1;RUIS Université Laval;1;2;1; ;N;;2010/04/07 00:00:00+00;-74.355483;49.913947;Non;Non;Non;Non;Oui;Non;Non;Non;Non; ;Oui;Non;Non;-74.3554830001951;49.913947000337
968;51234359;CENTRE DE RÉADAPTATION EN DÉPENDANCE DU NOUVEAU DÉPART;CENTRE DE RÉADAPTATION EN DÉPENDANCE DU NOUVEAU DÉPART;11044989;Centre de réadaptation en dépendance du Nouveau Départ Inc.;CENTRE DE RÉADAPT. EN DÉPENDANCE DU NOUVEAU DÉPART INC.;6;Montréal;1110, avenue Beaumont; ;H3P3E5;(514) 521-9023;66072;Mont-Royal;6222;Mont-Royal;660;Montréal;622;RLS de Côte-des-Neiges - Métro - Parc-Extension;3;RUIS Université McGill;2;1;4; ;N;2014/04/07 00:00:00+00;2013/03/04 00:00:00+00;-73.622434;45.522306;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Non;Non;Oui;-73.6224340004882;45.5223060004209
969;51234367;CLSC DE MOFFET;CLSC DE MOFFET;11045226;Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue;CISSS DE L'ABITIBI-TÉMISCAMINGUE;8;Abitibi-Témiscamingue;14-A, rue Principale; ;J0Z2W0;(819) 747-6171;85075;Moffet;8151;Ville-Marie;850;Témiscamingue;815;RLS du Témiscaming;3;RUIS Université McGill;1;2;1; ;N;;2013/05/13 00:00:00+00;-78.952045;47.543261;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-78.9520449998222;47.5432609996787
970;51234375;CLSC DE NOTRE-DAME-DU-NORD;CLSC DE NOTRE-DAME-DU-NORD;11045226;Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue;CISSS DE L'ABITIBI-TÉMISCAMINGUE;8;Abitibi-Témiscamingue;17-A, rue Principale Nord; ;J0Z3B0;(819) 723-2472;85090;Notre-Dame-du-Nord;8151;Ville-Marie;850;Témiscamingue;815;RLS du Témiscaming;3;RUIS Université McGill;1;2;1; ;N;;2013/05/13 00:00:00+00;-79.483438;47.594419;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-79.4834379994951;47.5944189996071
971;51234383;CENTRE D'ACTIVITÉS DE JOUR ALTERNATIVE;CENTRE D'ACTIVITÉS DE JOUR ALTERNATIVE;11045168;Centre intégré universitaire de santé et de services sociaux de l'Ouest-de-l'Île-de-Montréal;CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;16661, boulevard Hymus; ;H9H4R9;(514) 363-3025;66102;Kirkland;6111;Lac Saint-Louis;660;Montréal;611;RLS de Pierrefonds - Lac Saint-Louis;3;RUIS Université McGill;1;2;1; ;N;;2012/04/03 00:00:00+00;-73.843675;45.450453;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-73.8436749993452;45.4504529997354
972;51234391;CENTRE D'ACTIVITÉS DE JOUR CARTIER;CENTRE D'ACTIVITÉS DE JOUR CARTIER;11045168;Centre intégré universitaire de santé et de services sociaux de l'Ouest-de-l'Île-de-Montréal;CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;147, avenue Cartier; ;H9S4R9;(514) 363-3025;66097;Pointe-Claire;6111;Lac Saint-Louis;660;Montréal;611;RLS de Pierrefonds - Lac Saint-Louis;3;RUIS Université McGill;1;2;1; ;N;;2012/04/03 00:00:00+00;-73.826415;45.43768;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-73.8264149994707;45.4376800000042
973;51234409;SERVICES EXTERNES POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE GRANBY;SERV. EXT. POUR JDA DE GRANBY;11045309;Centre intégré de santé et de services sociaux de la Montérégie-Est;CISSS DE LA MONTÉRÉGIE-EST;5;Estrie;30, rue Saint-Antoine Sud; ;J2G6W3;(450) 770-4409;47017;Granby;5121;Granby-Shefford-Bromont;470;La Haute-Yamaska;512;RLS de la Haute-Yamaska;4;RUIS Université de Sherbrooke;1;2;1; ;N;;2013/04/26 00:00:00+00;-72.731048;45.400575;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Oui;Non;Non;-72.7310480003515;45.4005750004122
974;51234417;FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION LE VOILIER;FOYER DE GROUPE POUR JDA LE VOILIER;11045309;Centre intégré de santé et de services sociaux de la Montérégie-Est;CISSS DE LA MONTÉRÉGIE-EST;16;Montérégie;1355, avenue Larocque; ;J2S8A6;(450) 679-0270;54048;Saint-Hyacinthe;16222;Les Maskoutains;540;Les Maskoutains;1622;RLS de Richelieu-Yamaska;4;RUIS Université de Sherbrooke;1;2;1; ;N;;2013/04/26 00:00:00+00;-72.96153;45.622252;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Oui;Non;Non;-72.961529999904;45.6222519995626
975;51234425;FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION L'ORCHIDÉE;FOYER DE GROUPE POUR JDA L'ORCHIDÉE;11045309;Centre intégré de santé et de services sociaux de la Montérégie-Est;CISSS DE LA MONTÉRÉGIE-EST;16;Montérégie;2800, rue Morin; ;J2S2H7;(450) 773-7990;54048;Saint-Hyacinthe;16222;Les Maskoutains;540;Les Maskoutains;1622;RLS de Richelieu-Yamaska;4;RUIS Université de Sherbrooke;1;2;1; ;N;;2013/04/26 00:00:00+00;-72.96141;45.621993;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Oui;Non;Non;-72.9614100003558;45.6219929996594
976;51234433;SOUS-RÉGION DE ROUYN-NORANDA;SOUS-RÉGION DE ROUYN-NORANDA;11045226;Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue;CISSS DE L'ABITIBI-TÉMISCAMINGUE;8;Abitibi-Témiscamingue;26, rue Monseigneur-Rhéaume Est;bureau 300;J9X3J5;(819) 762-0964;86042;Rouyn-Noranda;8131;Rouyn-Noranda;860;Rouyn-Noranda;813;RLS de Rouyn-Noranda;3;RUIS Université McGill;1;2;1; ;N;;2012/03/01 00:00:00+00;-79.018775;48.235607;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-79.0187750001421;48.2356070004273
977;51234441;CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES ET LES MÈRES EN DIFFICULTÉ D'ADAPTATION DE QUÉBEC;CPRJMDA DE QUÉBEC;11045135;Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale;CIUSSS DE LA CAPITALE-NATIONALE;3;Capitale-Nationale;1465, rue de l'Etna; ;G3K2S2;(418) 847-7834;23027;Québec;3131;Loretteville - Val-Bélair;230;Québec;313;RLS de Québec-Nord;1;RUIS Université Laval;1;2;1; ;N;;2012/09/20 00:00:00+00;-71.415875;46.854913;Non;Non;Non;Non;Oui;Non;Non;Non;Non; ;Oui;Oui;Non;-71.4158749998357;46.8549130001589
978;51234458;MAISON LE PETIT BLANCHON;MAISON LE PETIT BLANCHON;11045135;Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale;CIUSSS DE LA CAPITALE-NATIONALE;3;Capitale-Nationale;2720, rue Claisse; ;G1P3E4;(418) 684-3108;23027;Québec;3122;Duberger-Les Saules-Lebourgneuf;230;Québec;312;RLS de Québec-Sud;1;RUIS Université Laval;1;2;1; ;N;;2012/04/30 00:00:00+00;-71.309093;46.81696;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Oui;Non;Non;-71.3090930003621;46.8169600001609
979;51234466;CHSLD DE SAINTE-CATHERINE;CHSLD DE SAINTE-CATHERINE;11044997;Centre d'hébergement et de soins de longue durée de Sainte-Catherine S.E.C.;CHSLD DE SAINTE-CATHERINE S.E.C.;16;Montérégie;3065, boulevard Marie-Victorin; ;J5C1Z3;(450) 290-7646;67030;Sainte-Catherine;16342;Saint-Constant - La Prairie;670;Roussillon;1634;RLS de Jardins-Roussillon;3;RUIS Université McGill;2;0;4; ;N;;2013/06/19 00:00:00+00;-73.543376;45.400305;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.54337600011;45.4003050003279
980;51234474;CLSC SAINT-CHARLES;CLSC SAINT-CHARLES;11045150;Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke;CIUSSS DE L'ESTRIE – CHUS;5;Estrie;162, rue Saint-Charles Sud; ;J2G7A4;(450) 776-2332;47017;Granby;5121;Granby-Shefford-Bromont;470;La Haute-Yamaska;512;RLS de la Haute-Yamaska;4;RUIS Université de Sherbrooke;1;2;1; ;N;;2013/02/21 00:00:00+00;-72.735089;45.397702;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-72.7350889997858;45.3977019995585
981;51234482;CLSC DE BROMONT;CLSC DE BROMONT;11045150;Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke;CIUSSS DE L'ESTRIE – CHUS;5;Estrie;82, boulevard de Bromont; ;J2L2K3;(000) 000-0000;46078;Bromont;5121;Granby-Shefford-Bromont;460;Brome-Missisquoi;512;RLS de la Haute-Yamaska;4;RUIS Université de Sherbrooke;1;2;1; ;N;;2013/02/21 00:00:00+00;-72.646413;45.323273;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-72.6464130004009;45.3232730000326
982;51234490;CLSC DE L'ÉTABLISSEMENT-DE-DÉTENTION;CLSC DE L'ÉTABLISSEMENT-DE-DÉTENTION;11045283;Centre intégré de santé et de services sociaux des Laurentides;CISSS DES LAURENTIDES;15;Laurentides;2, boulevard de la Salette; ;J7Y5G5;(450) 436-8144;75017;Saint-Jérôme;15161;La Rivière-du-Nord - Mirabel;750;La Rivière-du-Nord;1516;RLS de la Rivière-du-Nord - Mirabel-Nord;2;RUIS Université de Montréal;1;2;1; ;N;;2013/06/13 00:00:00+00;-74.017679;45.800741;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-74.0176790003124;45.8007410002208
983;51234516;CHSLD DE LAVAL;CHSLD DE LAVAL;11045010;Centre d'hébergement et de soins de longue durée de Laval S.E.C.;CHSLD DE LAVAL S.E.C.;13;Laval;2805, boulevard Chomedey; ;H7P0C2;(450) 988-1301;65005;Laval;13111;Sainte-Rose-de-Laval;650;Laval;1311;RLS de Laval;2;RUIS Université de Montréal;2;0;4; ;N;;2013/08/21 00:00:00+00;-73.766552;45.570861;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.7665519998073;45.570860999975
984;51234524;CHSLD DE GRANBY;CHSLD DE GRANBY;11045028;Centre d'hébergement et de soins de longue durée de Granby S.E.C.;CHSLD DE GRANBY S.E.C.;5;Estrie;80, rue Godue; ;J2J2Z7;(450) 988-1350;47017;Granby;5121;Granby-Shefford-Bromont;470;La Haute-Yamaska;512;RLS de la Haute-Yamaska;4;RUIS Université de Sherbrooke;2;0;4; ;N;;2013/07/16 00:00:00+00;-72.762155;45.40747;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-72.7621550005661;45.4074700002491
985;51234532;BUREAU DE SENNETERRE;BUREAU DE SENNETERRE;11045226;Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue;CISSS DE L'ABITIBI-TÉMISCAMINGUE;8;Abitibi-Témiscamingue;400, 10e Avenue; ;J0Y2M0;(819) 737-2349;89040;Senneterre;8141;Vallée-de-l'Or;890;La Vallée-de-l'Or;814;RLS de la Vallée-de-l'Or;3;RUIS Université McGill;1;2;1; ;N;;2013/06/11 00:00:00+00;-77.23693;48.38991;Non;Non;Non;Non;Oui;Non;Non;Non;Non; ;Non;Non;Non;-77.2369300005836;48.3899099999926
986;51234540;CLSC DE CADILLAC;CLSC DE CADILLAC;11045226;Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue;CISSS DE L'ABITIBI-TÉMISCAMINGUE;8;Abitibi-Témiscamingue;52, rue de Cadillac; ;J0Y1C0;(819) 759-3875;86042;Rouyn-Noranda;8131;Rouyn-Noranda;860;Rouyn-Noranda;813;RLS de Rouyn-Noranda;3;RUIS Université McGill;1;2;1; ;N;;2013/04/04 00:00:00+00;-78.383854;48.223799;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-78.3838540001132;48.2237989996112
987;51234557;CLSC DE CLÉRICY;CLSC DE CLÉRICY;11045226;Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue;CISSS DE L'ABITIBI-TÉMISCAMINGUE;8;Abitibi-Témiscamingue;883, rue du Rivage; ;J0Z1P0;(819) 637-2039;86042;Rouyn-Noranda;8131;Rouyn-Noranda;860;Rouyn-Noranda;813;RLS de Rouyn-Noranda;3;RUIS Université McGill;1;2;1; ;N;;2013/04/04 00:00:00+00;-78.862713;48.363979;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-78.8627129995083;48.3639790001586
988;51234565;CLSC DE MONTBEILLARD;CLSC DE MONTBEILLARD;11045226;Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue;CISSS DE L'ABITIBI-TÉMISCAMINGUE;8;Abitibi-Témiscamingue;9632, boulevard Rideau; ;J0Z2X0;(819) 797-2745;86042;Rouyn-Noranda;8131;Rouyn-Noranda;860;Rouyn-Noranda;813;RLS de Rouyn-Noranda;3;RUIS Université McGill;1;2;1; ;N;;2013/04/04 00:00:00+00;-79.259618;48.045651;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-79.2596179999887;48.0456510002466
989;51234573;CLSC DE DESTOR;CLSC DE DESTOR;11045226;Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue;CISSS DE L'ABITIBI-TÉMISCAMINGUE;8;Abitibi-Témiscamingue;7182, rang du Parc; ;J9Y0C8;(819) 637-5512;86042;Rouyn-Noranda;8131;Rouyn-Noranda;860;Rouyn-Noranda;813;RLS de Rouyn-Noranda;3;RUIS Université McGill;1;2;1; ;N;;2013/04/04 00:00:00+00;-78.955783;48.459728;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-78.9557829993625;48.4597279998325
990;51234581;CLSC DE LAFORCE;CLSC DE LAFORCE;11045226;Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue;CISSS DE L'ABITIBI-TÉMISCAMINGUE;8;Abitibi-Témiscamingue;711, chemin du Village; ;J0Z2J0;(819) 722-2453;85070;Laforce;8151;Ville-Marie;850;Témiscamingue;815;RLS du Témiscaming;3;RUIS Université McGill;1;2;1; ;N;;2013/05/28 00:00:00+00;-78.724998;47.536631;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-78.7249980002605;47.5366309998257
991;51234599;CLSC DE BELLETERRE;CLSC DE BELLETERRE;11045226;Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue;CISSS DE L'ABITIBI-TÉMISCAMINGUE;8;Abitibi-Témiscamingue;72, 3e Rue; ;J0Z1L0;(819) 722-2161;85065;Belleterre;8151;Ville-Marie;850;Témiscamingue;815;RLS du Témiscaming;3;RUIS Université McGill;1;2;1; ;N;;2013/05/28 00:00:00+00;-78.703439;47.389384;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-78.7034390002136;47.3893839996691
992;51234607;CLSC DE LATULIPE;CLSC DE LATULIPE;11045226;Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue;CISSS DE L'ABITIBI-TÉMISCAMINGUE;8;Abitibi-Témiscamingue;5, rue du carrefour Nord; ;J0Z2N0;(819) 747-5561;85060;Latulipe-et-Gaboury;8151;Ville-Marie;850;Témiscamingue;815;RLS du Témiscaming;3;RUIS Université McGill;1;2;1; ;N;;2013/05/28 00:00:00+00;-79.031944;47.429355;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-79.0319440005123;47.4293550000704
993;51234615;CHSLD ANGUS;CHSLD ANGUS;11045044;Centre d'hébergement et de soins de longue durée Angus Inc.;CHSLD ANGUS INC.;6;Montréal;3200, rue Omer-Lavallée; ;H1Y3P5;(514) 523-1160;66023;Montréal;6531;Rosemont;660;Montréal;653;RLS de Hochelaga - Mercier-Ouest - Rosemont;2;RUIS Université de Montréal;2;1;4; ;N;2014/04/07 00:00:00+00;2013/11/01 00:00:00+00;-73.560624;45.546543;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.5606240005276;45.5465429999533
994;51234631;CENTRE DE RÉADAPTATION EN DÉPENDANCE DE SAINTE-AGATHE-DES-MONTS;CRD DE SAINTE-AGATHE-DES-MONTS;11045283;Centre intégré de santé et de services sociaux des Laurentides;CISSS DES LAURENTIDES;15;Laurentides;233, rue Saint-Vincent; ;J8C2B7;(819) 321-3999;78032;Sainte-Agathe-des-Monts;15121;Les Laurentides;780;Les Laurentides;1512;RLS des Laurentides;2;RUIS Université de Montréal;1;2;1; ;N;;2013/07/31 00:00:00+00;-74.28729;46.055099;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Non;Non;Oui;-74.2872900001471;46.0550989998354
995;51234656;TERRITOIRE JEAN-OLIVIER CHENIER;TERRITOIRE JEAN-OLIVIER CHENIER;11045283;Centre intégré de santé et de services sociaux des Laurentides;CISSS DES LAURENTIDES;15;Laurentides;333, rue Antonin-Campeau;suite 103;J7R0A2;(450) 623-3112;72010;Deux-Montagnes;15151;Deux-Montagnes - Mirabel;720;Deux-Montagnes;1515;RLS de Deux-Montagnes - Mirabel-Sud;2;RUIS Université de Montréal;1;2;1; ;N;;2013/07/31 00:00:00+00;-73.907108;45.544163;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Non;Non;Oui;-73.9071079997996;45.5441630003335
996;51234664;CENTRE DE RÉADAPTATION EN DÉPENDANCE DE SAINT-JÉRÔME;CRD DE SAINT-JÉRÔME;11045283;Centre intégré de santé et de services sociaux des Laurentides;CISSS DES LAURENTIDES;15;Laurentides;906, rue Labelle; ;J7Z5M5;(450) 432-1395;75017;Saint-Jérôme;15161;La Rivière-du-Nord - Mirabel;750;La Rivière-du-Nord;1516;RLS de la Rivière-du-Nord - Mirabel-Nord;2;RUIS Université de Montréal;1;2;1; ;N;;2013/07/31 00:00:00+00;-74.006185;45.788665;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Non;Non;Oui;-74.0061850001346;45.7886649997868
997;51234672;CENTRE DE RÉADAPTATION EN DÉPENDANCE ANDRÉ-BOUDREAU;CRD ANDRÉ-BOUDREAU;11045283;Centre intégré de santé et de services sociaux des Laurentides;CISSS DES LAURENTIDES;15;Laurentides;293, rue de Villemure;suite 301;J7Z5J5;(450) 432-1858;75017;Saint-Jérôme;15161;La Rivière-du-Nord - Mirabel;750;La Rivière-du-Nord;1516;RLS de la Rivière-du-Nord - Mirabel-Nord;2;RUIS Université de Montréal;1;2;1; ;N;;2013/07/31 00:00:00+00;-74.001611;45.776777;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Non;Non;Oui;-74.0016109999581;45.7767770001571
998;51234680;CLSC DE L'ISLE-VERTE;CLSC DE L'ISLE-VERTE;11045119;Centre intégré de santé et de services sociaux du Bas-Saint-Laurent;CISSS DU BAS-SAINT-LAURENT;1;Bas-Saint-Laurent;25, rue du Quai; ;G0L1K0;(418) 898-3526;12043;L'Isle-Verte;1121;Rivière-du-Loup;120;Rivière-du-Loup;112;RLS de Rivière-du-Loup;1;RUIS Université Laval;1;2;1; ;N;;2013/05/10 00:00:00+00;-69.335508;48.017052;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-69.3355080006592;48.0170520002451
