"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Groupe d'âge";"Sexe";"Indicateurs";"Caractéristiques";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359538";"5.4.1.5.6";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066359539";"5.4.1.5.7";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066359540";"5.4.2.1.1";"57500";"";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359541";"5.4.2.1.2";"52500";"";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359542";"5.4.2.1.3";"61800";"";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359543";"5.4.2.1.4";"86.1";"";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359544";"5.4.2.1.5";"78.4";"";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359545";"5.4.2.1.6";"91.3";"";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066359546";"5.4.2.1.7";"0";"";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066359547";"5.4.2.2.1";"5500";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359548";"5.4.2.2.2";"2300";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359549";"5.4.2.2.3";"9300";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359550";"5.4.2.2.4";"8.3";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359551";"5.4.2.2.5";"4.3";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359552";"5.4.2.2.6";"15.3";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066359553";"5.4.2.2.7";"0";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066359554";"5.4.2.3.1";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359555";"5.4.2.3.2";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359556";"5.4.2.3.3";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359557";"5.4.2.3.4";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359558";"5.4.2.3.5";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359559";"5.4.2.3.6";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066359560";"5.4.2.3.7";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066359561";"5.4.2.4.1";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359562";"5.4.2.4.2";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359563";"5.4.2.4.3";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359564";"5.4.2.4.4";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359565";"5.4.2.4.5";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359566";"5.4.2.4.6";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066359567";"5.4.2.4.7";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066359568";"5.4.2.5.1";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359569";"5.4.2.5.2";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359570";"5.4.2.5.3";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359571";"5.4.2.5.4";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359572";"5.4.2.5.5";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359573";"5.4.2.5.6";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Hommes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066359574";"5.4.2.5.7";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066359575";"5.4.3.1.1";"53300";"";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359576";"5.4.3.1.2";"45800";"";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359577";"5.4.3.1.3";"59700";"";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359578";"5.4.3.1.4";"74.5";"";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359579";"5.4.3.1.5";"64.1";"";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359580";"5.4.3.1.6";"82.7";"";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, aucun besoin";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066359581";"5.4.3.1.7";"0";"";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066359582";"5.4.3.2.1";"12300";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359583";"5.4.3.2.2";"6700";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359584";"5.4.3.2.3";"18700";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359585";"5.4.3.2.4";"17.2";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359586";"5.4.3.2.5";"10.4";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359587";"5.4.3.2.6";"27.0";"E";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066359588";"5.4.3.2.7";"0";"E";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066359589";"5.4.3.3.1";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359590";"5.4.3.3.2";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359591";"5.4.3.3.3";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359592";"5.4.3.3.4";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359593";"5.4.3.3.5";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359594";"5.4.3.3.6";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066359595";"5.4.3.3.7";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066359596";"5.4.3.4.1";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359597";"5.4.3.4.2";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359598";"5.4.3.4.3";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359599";"5.4.3.4.4";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359600";"5.4.3.4.5";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359601";"5.4.3.4.6";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066359602";"5.4.3.4.7";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066359603";"5.4.3.5.1";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359604";"5.4.3.5.2";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066359605";"5.4.3.5.3";"";"F";"";"";"0"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066359606";"5.4.3.5.4";"";"F";"";"";"1"
"2018";"Nouveau-Brunswick";"2016A000213";"35 à 49 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066359607";"5.4.3.5.5";"";"F";"";"";"1"
